,Exercise,Calories Burn,Actual Weight,Age,Duration,Heart Rate,BMI,Exercise Intensity,Gender_Male,Weather Conditions_Rainy,Weather Conditions_Sunny
3543,Exercise 5,344.7793427,86.03800391,53,46,132,31.1771802,7,0,0,1
3544,Exercise 1,411.8450015,90.87348743,38,40,141,29.78315385,6,0,0,0
3545,Exercise 3,210.5386635,73.42475766,49,50,112,31.38329543,6,0,0,0
3546,Exercise 10,295.55885,70.55434253,31,49,116,31.95409556,8,0,0,0
3547,Exercise 6,156.6749654,87.62871408,46,43,167,29.38411175,8,1,1,0
3548,Exercise 2,162.2199199,98.69075206,44,54,136,26.50874323,2,1,0,1
3549,Exercise 4,278.2137735,64.69081974,38,27,103,31.70372743,3,0,1,0
3550,Exercise 5,295.7867187,54.58956026,32,42,122,34.99663922,4,0,0,1
3551,Exercise 7,474.6730502,49.88861038,46,41,101,34.19247034,9,1,1,0
3552,Exercise 10,276.0261286,76.41984043,24,45,143,24.91086469,5,0,1,0
3553,Exercise 1,227.0695728,83.30641335,19,31,143,23.14919017,2,1,0,0
3554,Exercise 2,311.18372,56.00225873,45,48,156,34.59547104,6,0,0,0
3555,Exercise 4,438.2725666,53.98909892,58,31,127,32.10421915,8,1,0,0
3556,Exercise 3,169.7639863,55.72007467,44,20,105,30.0244367,3,0,0,0
3557,Exercise 1,436.3997483,71.56502218,55,37,116,33.79744993,3,1,0,1
3558,Exercise 8,455.5647499,81.0567149,43,60,104,26.37504757,7,0,0,0
3559,Exercise 9,372.4253193,51.78194252,30,27,104,22.69973831,10,1,1,0
3560,Exercise 5,191.9463218,50.0874766,40,25,145,26.01539013,5,1,0,0
3561,Exercise 8,470.699238,50.38290803,37,30,110,20.08023313,8,1,0,0
3562,Exercise 6,262.3997298,75.13070923,26,32,102,34.89167984,7,1,0,1
3563,Exercise 2,384.06278,78.80469009,59,54,155,18.73748658,9,1,0,0
3564,Exercise 3,224.6055449,100.5866524,57,27,137,20.95922439,10,1,0,1
3565,Exercise 6,137.3669354,61.7134416,57,47,165,23.15744474,2,0,0,1
3566,Exercise 5,344.8372304,78.54835271,46,49,152,21.79566821,1,1,0,0
3567,Exercise 3,164.5703349,66.6959261,36,52,110,21.55539129,5,0,1,0
3568,Exercise 2,107.4055249,55.04189351,34,28,117,19.3240725,5,1,0,0
3569,Exercise 8,456.1464331,71.05303667,58,49,103,21.78611507,1,1,1,0
3570,Exercise 6,318.3294532,57.69059861,52,39,174,32.42687075,8,1,1,0
3571,Exercise 4,424.5567387,79.05729156,46,23,145,19.0242769,3,0,0,1
3572,Exercise 6,113.5912135,59.11053873,25,44,134,19.26590773,10,1,1,0
3573,Exercise 6,418.0429805,83.5349812,27,49,121,20.89492358,1,1,1,0
3574,Exercise 4,215.3201631,68.08456426,56,50,121,32.15934248,1,0,1,0
3575,Exercise 2,366.5724675,79.26910629,37,57,156,18.80294209,7,0,1,0
3576,Exercise 1,403.3434005,86.02436317,56,34,144,21.53477476,6,0,0,0
3577,Exercise 8,354.8150903,55.57045734,32,29,132,24.64334693,9,1,0,0
3578,Exercise 7,401.1610279,83.72200617,50,40,122,29.12820328,4,1,0,0
3579,Exercise 2,241.8178627,59.38981466,41,29,112,19.16236797,5,0,0,1
3580,Exercise 8,425.0882357,89.88208524,48,47,114,29.32715718,6,0,1,0
3581,Exercise 8,498.5197039,76.3711346,60,24,145,32.71215753,10,1,0,1
3582,Exercise 5,222.9088526,76.18575107,47,39,161,25.12462861,1,1,0,1
3583,Exercise 9,287.1893138,88.23556542,43,29,178,22.15363794,1,1,0,1
3584,Exercise 8,252.3388988,81.59703527,49,43,157,29.04480212,5,1,1,0
3585,Exercise 3,214.5279991,84.98670078,46,28,171,26.16170484,3,1,0,0
3586,Exercise 2,439.1421004,75.999194,40,57,140,27.39874955,7,1,0,1
3587,Exercise 1,437.6582061,72.09317791,50,52,164,23.7003307,7,0,0,1
3588,Exercise 5,106.7210317,61.36413846,29,21,169,33.10358778,9,0,0,1
3589,Exercise 3,232.4578266,56.33846299,40,46,155,29.72038136,1,0,0,1
3590,Exercise 4,480.0363445,91.09179468,21,22,178,29.92243354,2,0,0,1
3591,Exercise 2,421.3748791,94.30706229,48,31,111,29.08839849,4,1,0,0
3592,Exercise 6,347.0122048,49.83640056,36,43,156,33.46410496,6,1,0,1
3593,Exercise 4,255.7106594,76.95319425,43,32,112,26.57197288,1,0,0,1
3594,Exercise 7,372.2452248,81.44218716,60,52,103,19.04546895,6,0,1,0
3595,Exercise 2,248.6799691,75.99674883,44,54,153,31.93437748,6,1,0,0
3596,Exercise 9,403.4613535,62.60382007,45,56,115,25.10238655,3,0,0,0
3597,Exercise 9,402.060577,80.26302791,39,46,111,24.84411506,7,0,0,0
3598,Exercise 4,304.6024967,53.28441252,52,47,126,32.77835736,2,1,0,1
3599,Exercise 10,449.3096995,80.53986205,60,56,174,24.10367664,6,1,0,1
3600,Exercise 8,333.4374952,95.23132756,23,21,163,22.35055747,7,0,1,0
3601,Exercise 3,285.1673363,100.3353141,42,57,167,18.61041644,8,1,1,0
3602,Exercise 1,298.7621016,77.27677363,44,55,152,24.21564928,9,0,0,1
3603,Exercise 7,188.7501405,72.83180191,31,32,176,20.98037619,9,0,0,1
3604,Exercise 8,458.6843558,89.14634882,47,25,175,27.23332118,2,0,0,0
3605,Exercise 6,156.7978044,70.42794214,60,58,158,32.33698548,10,1,0,0
3606,Exercise 9,349.6127039,71.90519476,32,34,123,34.00288363,1,1,0,0
3607,Exercise 10,228.5215508,90.39900971,48,47,150,24.32626174,6,1,0,0
3608,Exercise 7,125.2350128,89.75001146,22,46,127,31.8126981,5,1,0,1
3609,Exercise 9,420.8190117,53.07458851,59,53,164,24.93648873,5,0,0,0
3610,Exercise 4,475.7157566,101.4106427,47,37,129,30.48397155,10,1,0,1
3611,Exercise 2,440.4014256,97.7289024,57,41,135,20.02187315,1,0,0,0
3612,Exercise 5,311.2363013,62.36387863,45,31,119,30.6873864,7,0,1,0
3613,Exercise 2,306.5385585,83.81354049,34,40,131,25.54507465,8,1,0,0
3614,Exercise 6,414.5424373,63.36958469,19,40,120,21.26442786,1,1,0,0
3615,Exercise 9,231.847458,81.25690896,36,28,112,32.11162987,7,0,0,0
3616,Exercise 8,172.9115811,87.42373505,46,42,135,20.1890881,7,1,0,1
3617,Exercise 4,186.9854776,75.26172945,24,53,168,32.67848945,3,1,0,1
3618,Exercise 10,347.2456195,66.65565726,46,21,143,18.93538227,2,1,0,0
3619,Exercise 7,337.5255669,52.8651744,48,43,116,33.83828684,3,1,0,0
3620,Exercise 5,264.1588838,62.10914216,44,47,104,32.68324104,3,1,0,0
3621,Exercise 9,197.5982187,85.01542409,43,40,150,29.75883597,4,1,1,0
3622,Exercise 9,212.7034964,79.68860816,32,54,143,24.42281342,10,1,1,0
3623,Exercise 3,281.9328378,72.92578174,56,56,142,23.7509651,3,1,0,1
3624,Exercise 7,452.7994785,50.0338503,27,28,146,33.24319646,1,1,1,0
3625,Exercise 8,124.7956391,95.16038421,26,60,151,23.13345327,7,1,1,0
3626,Exercise 1,223.9752319,94.85382203,48,22,127,31.38494152,3,0,0,0
3627,Exercise 6,229.5116671,94.90384518,50,36,156,20.52059894,4,1,1,0
3628,Exercise 1,417.2234885,90.54402392,45,34,159,25.2815692,4,0,0,1
3629,Exercise 9,335.1485763,54.24500457,53,24,138,28.33567089,10,0,0,1
3630,Exercise 9,119.4544272,70.55618388,59,38,129,28.00554635,8,1,1,0
3631,Exercise 3,251.6618282,92.4608764,30,47,136,34.38792906,6,1,0,0
3632,Exercise 5,253.2649415,70.65043615,27,47,163,21.75719546,7,0,0,1
3633,Exercise 1,118.1174689,82.16397277,18,59,170,22.26045065,2,0,0,1
3634,Exercise 1,416.2038415,76.72767666,41,42,177,34.55836263,10,0,0,0
3635,Exercise 6,165.7760523,69.98702355,44,29,140,25.33469997,10,0,0,0
3636,Exercise 9,125.8676968,55.56761596,42,47,159,34.46116472,2,0,1,0
3637,Exercise 9,299.6448011,88.55860716,59,38,123,30.21000053,5,0,0,1
3638,Exercise 9,238.9462503,73.1141556,40,32,157,19.55049791,7,1,0,1
3639,Exercise 6,484.7971393,58.93537177,24,56,106,31.50683582,2,0,0,1
3640,Exercise 10,276.0571975,61.75879198,42,39,174,22.25874568,2,1,0,0
3641,Exercise 2,357.577653,71.1336658,53,36,147,30.84228012,1,0,0,1
3642,Exercise 10,428.1052554,68.55939343,31,37,131,23.4476549,3,0,1,0
3643,Exercise 6,182.7469951,69.84555803,29,58,103,28.17710062,9,0,1,0
3644,Exercise 2,372.4195874,73.53610645,31,55,114,29.6143498,4,1,0,0
3645,Exercise 3,254.5911112,88.83140229,34,38,129,34.56161324,6,0,0,1
3646,Exercise 9,263.581613,104.1064718,30,44,155,24.57097774,3,1,0,1
3647,Exercise 2,285.7432045,68.99954046,20,60,134,34.98385263,3,0,0,1
3648,Exercise 2,237.0374907,63.87803564,33,40,102,28.56725388,5,0,1,0
3649,Exercise 6,439.4409865,70.2588787,58,57,118,26.66356801,4,0,0,1
3650,Exercise 7,349.5547542,56.54747797,29,34,131,29.7394192,9,0,1,0
3651,Exercise 2,221.0866047,78.2391612,43,35,116,21.60965728,5,0,0,0
3652,Exercise 9,372.4961363,92.55186829,31,55,111,26.13378604,7,0,0,0
3653,Exercise 2,236.0906076,87.90846659,60,43,120,20.98297147,10,0,0,0
3654,Exercise 5,309.6943193,63.94219557,33,20,162,33.34399917,4,1,0,0
3655,Exercise 4,435.5749848,78.36522333,19,47,169,25.15052933,7,1,0,0
3656,Exercise 8,331.8532024,69.35780634,37,50,105,25.4416718,5,1,1,0
3657,Exercise 8,370.6333405,85.68597017,45,39,107,28.26547587,6,0,0,0
3658,Exercise 1,204.7385835,54.79963299,52,30,125,25.21339295,2,0,1,0
3659,Exercise 5,147.3135387,70.82723153,35,32,134,22.91340599,8,1,1,0
3660,Exercise 5,487.7993201,103.3245767,31,39,129,25.26261862,5,0,0,0
3661,Exercise 1,140.9952287,61.31741449,55,46,106,20.33263631,5,0,1,0
3662,Exercise 7,440.6768885,49.2225394,36,49,112,30.40374846,7,1,0,0
3663,Exercise 6,451.4947978,58.49875876,28,47,102,34.1486201,1,1,1,0
3664,Exercise 5,143.8639565,94.86296676,49,45,170,24.21826022,7,1,0,1
3665,Exercise 5,371.3964896,70.17655025,43,32,127,29.22330404,1,0,1,0
3666,Exercise 10,111.1075934,54.18083603,36,28,114,32.29936382,7,0,0,1
3667,Exercise 10,230.0248189,71.01529856,50,58,159,28.41069015,8,0,0,1
3668,Exercise 7,222.4766904,72.71639847,57,47,166,32.84106855,9,1,0,1
3669,Exercise 8,101.3383322,68.95964842,38,52,144,22.55630243,1,1,1,0
3670,Exercise 4,466.4844203,52.67000267,20,42,108,20.51465467,9,0,1,0
3671,Exercise 3,114.44241,75.86921167,52,25,155,26.46953976,5,1,1,0
3672,Exercise 7,106.2129405,76.12180127,42,23,166,19.70949915,5,1,0,1
3673,Exercise 1,322.8969706,93.89091577,59,29,132,27.60448701,9,0,0,1
3674,Exercise 2,275.2661775,73.52298852,51,38,125,23.5067176,9,1,0,0
3675,Exercise 10,492.9275561,56.18710017,55,26,114,22.14582523,9,0,0,1
3676,Exercise 5,195.360941,79.16787177,59,57,138,23.5799928,8,1,1,0
3677,Exercise 1,100.3351054,84.6004019,42,56,157,29.28226986,6,0,0,0
3678,Exercise 4,182.9380916,96.67061163,49,42,166,31.13679557,1,0,1,0
3679,Exercise 8,344.8186863,51.46255047,58,42,102,33.54659219,7,1,0,0
3680,Exercise 9,135.3515337,72.26550645,51,28,117,34.8858503,2,0,1,0
3681,Exercise 4,420.3930988,69.7299603,31,30,105,21.11485487,7,0,1,0
3682,Exercise 4,451.7030416,65.78397856,40,58,115,21.63960357,4,0,1,0
3683,Exercise 9,257.0625337,77.61099417,26,34,165,24.01588616,6,0,1,0
3684,Exercise 4,191.6138135,72.07378219,45,51,140,27.3003355,7,1,1,0
3685,Exercise 9,460.7106355,46.39048766,31,21,137,19.34716385,5,1,1,0
3686,Exercise 4,433.7894003,67.26942899,38,56,100,24.45760413,9,1,1,0
3687,Exercise 8,359.2171513,78.79723619,52,42,133,28.05949078,8,1,1,0
3688,Exercise 5,173.4957049,65.21439755,45,49,137,30.60513837,7,0,0,0
3689,Exercise 6,305.2797631,67.79716322,58,36,117,28.76537936,1,0,0,0
3690,Exercise 9,200.0830193,82.13669085,29,48,139,32.37784494,2,1,0,0
3691,Exercise 10,131.1283278,57.85121749,36,33,110,26.9909593,10,1,0,0
3692,Exercise 10,318.1866586,55.3427126,54,47,164,27.40066933,1,0,0,1
3693,Exercise 4,268.1101232,83.56595056,49,27,137,30.39116025,2,0,0,0
3694,Exercise 10,207.689682,52.05626978,54,21,179,31.13284757,1,0,0,0
3695,Exercise 3,208.4721912,53.72895105,18,48,118,28.90260652,10,0,0,1
3696,Exercise 2,406.1172486,99.1269746,42,59,126,21.93152845,3,1,1,0
3697,Exercise 6,381.8085412,52.05284487,21,31,144,32.23903165,5,1,0,1
3698,Exercise 3,175.0886807,60.41456712,45,49,165,23.28939013,1,0,0,1
3699,Exercise 10,247.7527702,60.90143362,52,60,150,27.51532357,6,0,0,0
3700,Exercise 2,346.1359928,86.51820874,29,39,161,25.9282997,10,1,0,0
3701,Exercise 7,467.4414186,90.16353011,44,52,148,22.52546804,1,0,1,0
3702,Exercise 5,105.3846245,82.2311653,59,54,119,22.92916622,9,0,0,1
3703,Exercise 3,192.584958,103.22394,31,43,149,20.93011368,7,0,0,0
3704,Exercise 6,143.2714543,70.4321071,43,38,111,26.50541082,3,1,1,0
3705,Exercise 7,315.0315066,72.0931565,18,39,145,21.52954395,4,0,1,0
3706,Exercise 9,418.8375628,95.17456441,57,56,112,30.08493001,6,1,0,1
3707,Exercise 9,439.9106441,49.18109294,54,39,171,32.33261088,4,0,0,1
3708,Exercise 9,222.0193556,57.97487544,34,55,151,21.47619185,5,1,0,0
3709,Exercise 1,464.7973415,53.41002125,42,43,121,31.70771838,7,0,1,0
3710,Exercise 5,119.537933,77.50173848,27,32,156,26.50806973,10,1,0,1
3711,Exercise 1,225.096572,91.34020284,23,60,119,27.74993528,8,1,0,1
3712,Exercise 7,373.4975987,87.81248127,38,52,110,20.88577395,4,0,0,0
3713,Exercise 10,217.1910212,63.42267575,19,21,153,34.28659071,3,1,0,1
3714,Exercise 9,175.1059743,69.24569154,23,31,116,31.77610936,1,1,0,1
3715,Exercise 9,361.1776742,90.45970737,21,25,137,31.48452364,10,1,0,1
3716,Exercise 7,386.0274516,83.35835636,54,35,173,34.78674649,8,0,0,1
3717,Exercise 7,185.6908331,86.71550778,25,29,178,21.01073658,4,0,0,0
3718,Exercise 5,335.2427162,79.35078942,29,26,176,28.16193712,4,1,0,1
3719,Exercise 10,397.37073,50.60217722,20,32,111,26.26237417,5,0,0,1
3720,Exercise 1,445.617729,81.40926931,29,23,179,29.16622848,10,1,0,1
3721,Exercise 4,219.0104803,86.04005511,18,25,149,19.88498534,2,0,1,0
3722,Exercise 1,433.4400558,94.66715803,47,56,172,22.51561038,1,0,0,0
3723,Exercise 7,436.5217601,92.19190569,21,35,162,32.65031286,4,0,0,1
3724,Exercise 3,183.1155045,90.90099416,49,23,180,18.72348449,2,1,1,0
3725,Exercise 4,323.0315514,91.0882985,56,41,111,23.62317842,7,1,0,1
3726,Exercise 1,330.1672388,88.45705367,40,21,116,20.86059225,3,0,0,1
3727,Exercise 10,153.3072065,62.20211941,35,47,161,22.94788864,1,1,0,0
3728,Exercise 3,292.6493453,66.49783212,27,42,179,19.23727619,10,1,0,0
3729,Exercise 8,365.7543517,67.56047185,29,37,152,28.42374148,4,1,0,0
3730,Exercise 8,486.0510981,84.08198268,41,42,115,31.90442461,6,0,0,0
3731,Exercise 2,473.8258696,62.02898862,49,29,106,32.74504671,4,0,1,0
3732,Exercise 9,461.5893861,67.21110063,48,22,104,24.67548889,5,0,1,0
3733,Exercise 9,310.8993201,74.03329348,32,31,147,24.18657112,9,1,0,0
3734,Exercise 7,271.900436,60.95165697,27,56,153,22.89642277,2,0,0,1
3735,Exercise 5,236.1757955,61.84476296,38,55,111,25.92536132,5,0,0,0
3736,Exercise 5,112.7342322,65.34793141,28,58,144,33.81010289,6,0,1,0
3737,Exercise 6,349.6682137,74.36990005,18,28,127,31.83086886,3,0,1,0
3738,Exercise 8,290.4563633,58.38004376,39,59,136,27.57410899,10,0,0,1
3739,Exercise 4,188.8109096,52.72125001,30,60,166,20.54036481,6,0,1,0
3740,Exercise 7,380.0338934,95.28158775,32,27,107,21.46971785,3,1,1,0
3741,Exercise 8,390.7179192,78.161107,26,53,122,30.11669586,8,1,1,0
3742,Exercise 5,225.6130589,54.59444643,41,20,178,18.99565507,6,1,0,0
3743,Exercise 2,364.5966001,64.6908126,31,35,142,23.16522298,7,0,1,0
3744,Exercise 2,130.1887728,74.79267435,32,40,152,33.51897763,7,0,0,0
3745,Exercise 6,222.8112515,82.39114226,57,43,113,26.02882516,1,0,0,0
3746,Exercise 10,384.0510022,65.44598618,42,58,180,23.96049695,10,1,0,1
3747,Exercise 10,380.6832405,58.30878158,29,54,126,24.44890942,4,1,1,0
3748,Exercise 8,363.5128367,74.82541222,59,33,180,20.74547994,6,0,1,0
3749,Exercise 6,369.2260798,94.3631926,20,22,121,18.85195941,10,0,0,1
3750,Exercise 8,445.7423637,51.72767153,52,47,138,27.73923669,4,0,0,0
3751,Exercise 4,346.8078181,68.79582592,42,57,154,32.24064592,2,1,1,0
3752,Exercise 1,319.0536282,78.17243856,34,28,102,23.26817132,8,0,1,0
3753,Exercise 7,124.8210911,72.16182832,37,47,164,32.35210144,3,0,0,0
3754,Exercise 7,172.2331248,96.177251,52,57,156,33.92243212,7,0,0,1
3755,Exercise 10,317.4605793,83.1773509,19,32,166,23.94167277,5,0,0,0
3756,Exercise 7,352.5260622,86.29526207,28,58,111,30.01478244,9,0,0,0
3757,Exercise 7,201.0952302,94.13809575,39,43,110,25.79325781,4,0,0,1
3758,Exercise 6,119.521124,83.58607494,43,44,150,30.36971075,1,1,1,0
3759,Exercise 9,187.78172,63.87029821,50,21,110,29.64953827,9,0,0,1
3760,Exercise 1,270.9748143,101.7096735,52,45,124,22.24872931,8,1,0,0
3761,Exercise 9,412.0852992,93.93088634,25,39,157,27.62965864,4,1,1,0
3762,Exercise 3,316.6605292,78.81278404,50,49,152,28.18930658,3,1,1,0
3763,Exercise 9,452.883114,89.68100224,41,40,112,26.05774532,9,0,0,1
3764,Exercise 8,215.050681,65.63717594,26,45,143,31.81628555,9,1,0,0
3765,Exercise 5,289.9030751,65.47924667,44,41,161,32.35121003,2,0,0,1
3766,Exercise 6,181.5485547,49.37851687,30,54,169,33.25737327,8,0,1,0
3767,Exercise 8,183.5200196,66.90051817,36,47,161,27.08531709,7,1,1,0
3768,Exercise 5,313.4529658,63.90041228,27,25,102,22.73935747,7,1,1,0
3769,Exercise 4,196.7477564,59.52985816,54,51,148,18.78010909,2,1,0,1
3770,Exercise 9,131.5226883,89.1766247,36,35,102,29.23592198,5,0,0,1
3771,Exercise 8,432.3310577,96.30235664,29,20,180,25.11545099,6,0,1,0
3772,Exercise 2,257.1846251,59.95630589,53,57,133,27.2280557,10,0,0,1
3773,Exercise 8,460.5007694,78.87681982,60,32,117,22.8794177,3,1,0,1
3774,Exercise 8,483.3325132,90.34259806,48,42,159,21.34186083,10,1,1,0
3775,Exercise 3,459.1307266,93.63357579,24,51,139,25.07043367,4,0,0,0
3776,Exercise 7,168.6179909,70.78191955,28,51,145,22.90223835,6,0,0,1
3777,Exercise 7,100.9781685,82.05030582,45,57,139,29.52064656,4,1,0,1
3778,Exercise 7,127.1147125,63.09773916,41,23,120,32.46705381,8,0,1,0
3779,Exercise 8,207.1846934,88.29540724,36,52,116,26.19131204,1,1,0,1
3780,Exercise 8,377.3196268,54.70271931,19,47,168,26.30130077,2,0,1,0
3781,Exercise 5,343.8777198,60.07704217,29,53,171,30.98425207,4,0,1,0
3782,Exercise 6,199.3423596,53.72883299,44,44,120,30.94541637,1,1,1,0
3783,Exercise 4,157.1553743,50.67097847,60,40,156,28.82481582,8,1,0,1
3784,Exercise 10,384.1270014,83.51953058,50,33,131,21.3746838,8,1,1,0
3785,Exercise 10,468.1403423,53.43628447,34,47,101,20.82257152,9,1,1,0
3786,Exercise 1,488.0546584,54.10723354,44,41,178,21.00505765,10,1,1,0
3787,Exercise 2,470.5876562,58.23532883,52,36,136,21.66246753,3,1,0,1
3788,Exercise 3,351.641693,88.80061645,58,43,140,22.9389536,3,1,0,1
3789,Exercise 4,249.57095,95.29162092,58,45,145,28.23768408,4,0,1,0
3790,Exercise 8,273.9136555,76.33566821,43,59,127,19.42964164,2,0,1,0
3791,Exercise 5,460.0238197,91.15605919,50,28,135,32.83065577,6,0,1,0
3792,Exercise 10,139.136408,63.08829381,23,55,108,25.72844599,1,0,0,0
3793,Exercise 1,122.2486384,93.85551454,26,54,122,26.83234894,1,1,0,1
3794,Exercise 5,357.5238228,88.86988215,31,36,102,30.69725012,10,0,0,0
3795,Exercise 10,205.5650502,73.71588722,33,50,146,32.13634225,2,1,0,1
3796,Exercise 5,353.7524222,78.40716329,23,42,142,24.28432201,2,0,0,1
3797,Exercise 1,130.0242748,76.16319615,57,32,174,19.19101288,4,1,0,0
3798,Exercise 1,277.5929374,54.53176366,30,50,175,28.39337831,3,1,0,1
3799,Exercise 9,166.9390285,91.05967693,24,40,146,26.40273093,4,1,0,0
3800,Exercise 10,341.1315773,78.86196081,31,27,146,28.3560019,8,0,0,0
3801,Exercise 9,163.5345664,73.80677661,20,55,146,21.78242243,8,1,0,1
3802,Exercise 1,125.9378093,91.22857038,50,56,165,24.71709526,10,1,1,0
3803,Exercise 6,221.7956393,96.38145227,43,36,131,34.43507427,2,0,0,1
3804,Exercise 10,159.0652737,65.0786608,25,44,170,31.48485541,2,0,0,1
3805,Exercise 9,229.2668065,79.60649122,23,29,124,24.03272665,7,0,1,0
3806,Exercise 9,197.0899788,66.59809437,55,27,173,25.52859343,7,1,1,0
3807,Exercise 4,305.8598025,78.54696544,35,23,142,18.8542528,4,0,0,1
3808,Exercise 4,485.0544566,103.8081434,51,55,162,24.16381933,9,0,0,1
3809,Exercise 7,315.8168438,68.04975345,42,57,142,32.1324952,3,0,1,0
3810,Exercise 9,290.6208015,88.34714829,27,21,117,32.60404303,5,0,0,1
3811,Exercise 8,321.1034493,96.36376419,55,45,124,27.81334811,10,0,1,0
3812,Exercise 2,171.9915578,66.80564782,47,26,126,19.2348604,7,0,1,0
3813,Exercise 10,121.8009446,67.75029447,31,56,127,31.85814656,8,1,1,0
3814,Exercise 4,379.4608809,67.46331055,60,56,120,18.8709192,1,0,0,0
3815,Exercise 10,101.478451,86.77180341,57,50,111,32.13430925,7,1,1,0
3816,Exercise 3,378.5129746,78.66832422,59,48,159,29.34930948,9,1,0,0
3817,Exercise 5,395.6069079,88.58961773,23,22,177,23.82954536,10,0,0,1
3818,Exercise 9,402.1277627,88.24695175,59,58,116,20.11060269,6,1,0,0
3819,Exercise 10,266.3556427,95.99316215,27,53,129,27.22334539,10,1,1,0
3820,Exercise 4,279.7383338,60.57463596,54,50,150,25.21584665,8,1,0,0
3821,Exercise 4,455.4369445,49.69396778,49,60,124,28.6613848,6,0,0,0
3822,Exercise 1,403.5773116,92.89529768,41,36,118,25.90680212,3,1,0,1
3823,Exercise 10,158.5321101,50.46375119,23,43,138,26.05532757,8,0,1,0
3824,Exercise 5,126.1119268,50.98955974,53,42,140,21.34932158,6,0,0,0
3825,Exercise 10,450.7402852,83.94111435,34,22,174,18.7311102,10,0,0,1
3826,Exercise 10,155.6118356,66.49226412,42,60,109,24.57194445,2,0,1,0
3827,Exercise 10,176.3188783,96.93232669,52,24,163,29.2672848,8,0,1,0
3828,Exercise 7,168.0431779,46.57412898,33,41,110,23.00305628,2,0,1,0
3829,Exercise 5,441.1737811,91.59832139,23,39,161,27.75123401,9,1,1,0
3830,Exercise 6,397.7675437,78.81761163,58,37,110,28.02415814,1,0,1,0
3831,Exercise 9,319.9871946,82.64754873,58,28,123,29.61126752,4,0,0,0
3832,Exercise 1,380.298501,100.3181659,41,60,137,28.31834158,1,0,1,0
3833,Exercise 7,436.7862216,55.61109296,49,23,120,32.38979639,4,0,0,0
3834,Exercise 3,370.8609463,86.43398682,59,35,161,21.59525586,4,1,0,0
3835,Exercise 10,145.2608463,50.69299,35,48,139,20.80686272,5,1,0,1
3836,Exercise 7,103.8066962,58.38446569,59,51,125,32.23961591,6,1,0,0
3837,Exercise 2,238.6176024,60.79337969,34,48,131,25.65887687,6,0,0,1
3838,Exercise 8,306.359743,99.02785879,54,27,112,34.78842208,7,1,1,0
3839,Exercise 7,334.8697347,53.60253698,29,43,152,32.61217712,8,0,0,1
3840,Exercise 4,372.2503255,88.42303341,24,44,132,32.33881442,5,0,1,0
3841,Exercise 3,158.4902193,75.4032397,53,49,130,30.8333255,6,0,1,0
3842,Exercise 8,235.9031182,87.72315952,38,49,109,31.7444215,10,1,0,1
3843,Exercise 5,409.9845768,76.77837691,52,20,141,20.81175211,9,0,0,0
3844,Exercise 6,421.0059955,56.3430579,38,39,115,24.65109472,4,0,0,0
3845,Exercise 8,274.7854532,92.19609501,41,46,123,27.30976241,3,0,0,0
3846,Exercise 1,334.9394789,90.91297243,45,20,125,30.16758356,10,0,0,1
3847,Exercise 5,398.8418172,89.23677419,35,59,108,27.73976442,1,0,0,0
3848,Exercise 4,188.2277617,92.99580708,59,28,139,25.7151265,10,1,0,0
3849,Exercise 9,113.9437147,67.10701785,56,54,102,31.92672828,3,1,1,0
3850,Exercise 2,485.9832702,83.21824965,55,38,112,33.37051592,7,0,1,0
3851,Exercise 3,274.1761399,69.03857794,42,51,173,26.78810791,10,0,0,0
3852,Exercise 9,132.4795193,66.41021794,37,35,178,28.64961923,3,0,0,0
3853,Exercise 3,137.905795,90.41334464,20,32,166,20.58464704,10,0,0,1
3854,Exercise 7,205.9585196,66.31298218,45,54,142,21.7684299,9,1,1,0
3855,Exercise 10,238.1608438,58.84755786,44,27,151,25.21969288,9,1,1,0
